,tweets,id,date,source,likes,retweets,Subjectivity,Polarity,Analysis,Tweet_punct,tweet_clean_tokenized,tweet_clean_nostopwords,tweet_ready
53,  ur in a public platform here every opinion has a counter opinion u spoke on ram mandir nd i questioned u abt brahmanwaad of ur ancestors as alleged by the leftist ideologiesso i jst revert deir question back to u who may knw the real answer coz m a jain,1295048034502373376,2020-08-16 17:21:26,Twitter for iPhone,0,0,0.21333333333333332,0.009999999999999998,Positive,  ur in a public platform here every opinion has a counter opinion u spoke on ram mandir nd i questioned u abt brahmanwaad of ur ancestors as alleged by the leftist ideologiesso i jst revert deir question back to u who may knw the real answer coz m a jain,"['', 'ur', 'in', 'a', 'public', 'platform', 'here', 'every', 'opinion', 'has', 'a', 'counter', 'opinion', 'u', 'spoke', 'on', 'ram', 'mandir', 'nd', 'i', 'questioned', 'u', 'abt', 'brahmanwaad', 'of', 'ur', 'ancestors', 'as', 'alleged', 'by', 'the', 'leftist', 'ideologiesso', 'i', 'jst', 'revert', 'deir', 'question', 'back', 'to', 'u', 'who', 'may', 'knw', 'the', 'real', 'answer', 'coz', 'm', 'a', 'jain']","['', 'ur', 'public', 'platform', 'every', 'opinion', 'counter', 'opinion', 'u', 'spoke', 'ram', 'mandir', 'nd', 'questioned', 'u', 'abt', 'brahmanwaad', 'ur', 'ancestors', 'alleged', 'leftist', 'ideologiesso', 'jst', 'revert', 'deir', 'question', 'back', 'u', 'may', 'knw', 'real', 'answer', 'coz', 'jain']",ur public platform every opinion counter opinion u spoke ram mandir nd questioned u abt brahmanwaad ur ancestors alleged leftist ideologiesso jst revert deir question back u may knw real answer coz jain
54, He is on mute mode   no tweet for ram mandir also,1295047831275712513,2020-08-16 17:20:38,Twitter for Android,0,0,0.0,0.0,Neutral, He is on mute mode   no tweet for ram mandir also,"['', 'he', 'is', 'on', 'mute', 'mode', 'no', 'tweet', 'for', 'ram', 'mandir', 'also']","['', 'mute', 'mode', 'tweet', 'ram', 'mandir', 'also']",mute mode tweet ram mandir also
55, Madam jhooth kahan par apko dikh raha bjp manifesto  main promise solve with in  month of Modi  like TRIPlE TALAQ ARTICLE   A and RAM MANDIR I think you close yours eye like pigeon,1295047342547075072,2020-08-16 17:18:41,Twitter for Android,0,0,0.3333333333333333,0.16666666666666666,Positive, Madam jhooth kahan par apko dikh raha bjp manifesto  main promise solve with in  month of Modi  like TRIPlE TALAQ ARTICLE   A and RAM MANDIR I think you close yours eye like pigeon,"['', 'madam', 'jhooth', 'kahan', 'par', 'apko', 'dikh', 'raha', 'bjp', 'manifesto', 'main', 'promise', 'solve', 'with', 'in', 'month', 'of', 'modi', 'like', 'triple', 'talaq', 'article', 'a', 'and', 'ram', 'mandir', 'i', 'think', 'you', 'close', 'yours', 'eye', 'like', 'pigeon']","['', 'madam', 'jhooth', 'kahan', 'par', 'apko', 'dikh', 'raha', 'bjp', 'manifesto', 'main', 'promise', 'solve', 'month', 'modi', 'like', 'triple', 'talaq', 'article', 'ram', 'mandir', 'think', 'close', 'eye', 'like', 'pigeon']",madam jhooth kahan par apko dikh raha bjp manifesto main promise solve month modi like triple talaq article ram mandir think close eye like pigeon
56,"These bastards should be given death penalty by pelting stones at them
Uttar Pradesh se ek taraf ram mandir ki acchi khabar aati hai to doosri taraf aisi ghinoni harkato ki khabare
Revolutionary actions needed
   ji
coeiSxW coTczOkShCT",1295046275511906307,2020-08-16 17:14:27,Twitter for Android,0,0,0.0,0.0,Neutral,"These bastards should be given death penalty by pelting stones at them
Uttar Pradesh se ek taraf ram mandir ki acchi khabar aati hai to doosri taraf aisi ghinoni harkato ki khabare
Revolutionary actions needed
   ji
coeiSxW coTczOkShCT","['these', 'bastards', 'should', 'be', 'given', 'death', 'penalty', 'by', 'pelting', 'stones', 'at', 'them', 'uttar', 'pradesh', 'se', 'ek', 'taraf', 'ram', 'mandir', 'ki', 'acchi', 'khabar', 'aati', 'hai', 'to', 'doosri', 'taraf', 'aisi', 'ghinoni', 'harkato', 'ki', 'khabare', 'revolutionary', 'actions', 'needed', 'ji', 'coeisxw', 'cotczokshct']","['bastards', 'given', 'death', 'penalty', 'pelting', 'stones', 'uttar', 'pradesh', 'se', 'ek', 'taraf', 'ram', 'mandir', 'ki', 'acchi', 'khabar', 'aati', 'hai', 'doosri', 'taraf', 'aisi', 'ghinoni', 'harkato', 'ki', 'khabare', 'revolutionary', 'actions', 'needed', 'ji', 'coeisxw', 'cotczokshct']",bastards given death penalty pelting stones uttar pradesh se ek taraf ram mandir ki acchi khabar aati hai doosri taraf aisi ghinoni harkato ki khabare revolutionary actions needed ji coeisxw cotczokshct
57,  Please Guys Trust Mota bhai and ModijiIts just bcoz of them  is abrogated and Ram Mandir is done and Triple Talaq done And Hinduism is more stronger now mat bhulo I am from Gujarat I know what is He and Mota bhai,1295046221149528064,2020-08-16 17:14:14,Twitter for Android,19,0,0.5,0.5,Positive,  Please Guys Trust Mota bhai and ModijiIts just bcoz of them  is abrogated and Ram Mandir is done and Triple Talaq done And Hinduism is more stronger now mat bhulo I am from Gujarat I know what is He and Mota bhai,"['', 'please', 'guys', 'trust', 'mota', 'bhai', 'and', 'modijiits', 'just', 'bcoz', 'of', 'them', 'is', 'abrogated', 'and', 'ram', 'mandir', 'is', 'done', 'and', 'triple', 'talaq', 'done', 'and', 'hinduism', 'is', 'more', 'stronger', 'now', 'mat', 'bhulo', 'i', 'am', 'from', 'gujarat', 'i', 'know', 'what', 'is', 'he', 'and', 'mota', 'bhai']","['', 'please', 'guys', 'trust', 'mota', 'bhai', 'modijiits', 'bcoz', 'abrogated', 'ram', 'mandir', 'done', 'triple', 'talaq', 'done', 'hinduism', 'stronger', 'mat', 'bhulo', 'gujarat', 'know', 'mota', 'bhai']",please guys trust mota bhai modijiits bcoz abrogated ram mandir done triple talaq done hinduism stronger mat bhulo gujarat know mota bhai
58,  Please Guys Trust Mota bhai and ModijiIts just bcoz of them  is abrogated and Ram Mandir is done and Triple Talaq done And Hinduism is more stronger now mat bhulo I am from Gujarat I know what is He and Mota bhai,1295046157383548928,2020-08-16 17:13:59,Twitter for Android,11,0,0.5,0.5,Positive,  Please Guys Trust Mota bhai and ModijiIts just bcoz of them  is abrogated and Ram Mandir is done and Triple Talaq done And Hinduism is more stronger now mat bhulo I am from Gujarat I know what is He and Mota bhai,"['', 'please', 'guys', 'trust', 'mota', 'bhai', 'and', 'modijiits', 'just', 'bcoz', 'of', 'them', 'is', 'abrogated', 'and', 'ram', 'mandir', 'is', 'done', 'and', 'triple', 'talaq', 'done', 'and', 'hinduism', 'is', 'more', 'stronger', 'now', 'mat', 'bhulo', 'i', 'am', 'from', 'gujarat', 'i', 'know', 'what', 'is', 'he', 'and', 'mota', 'bhai']","['', 'please', 'guys', 'trust', 'mota', 'bhai', 'modijiits', 'bcoz', 'abrogated', 'ram', 'mandir', 'done', 'triple', 'talaq', 'done', 'hinduism', 'stronger', 'mat', 'bhulo', 'gujarat', 'know', 'mota', 'bhai']",please guys trust mota bhai modijiits bcoz abrogated ram mandir done triple talaq done hinduism stronger mat bhulo gujarat know mota bhai
59,  Please Guys Trust Mota bhai and ModijiIts just bcoz of them  is abrogated and Ram Mandir is done and Triple Talaq done And Hinduism is more stronger now mat bhulo I am from Gujarat I know what is He and Mota bhai,1295046121161543680,2020-08-16 17:13:50,Twitter for Android,106,2,0.5,0.5,Positive,  Please Guys Trust Mota bhai and ModijiIts just bcoz of them  is abrogated and Ram Mandir is done and Triple Talaq done And Hinduism is more stronger now mat bhulo I am from Gujarat I know what is He and Mota bhai,"['', 'please', 'guys', 'trust', 'mota', 'bhai', 'and', 'modijiits', 'just', 'bcoz', 'of', 'them', 'is', 'abrogated', 'and', 'ram', 'mandir', 'is', 'done', 'and', 'triple', 'talaq', 'done', 'and', 'hinduism', 'is', 'more', 'stronger', 'now', 'mat', 'bhulo', 'i', 'am', 'from', 'gujarat', 'i', 'know', 'what', 'is', 'he', 'and', 'mota', 'bhai']","['', 'please', 'guys', 'trust', 'mota', 'bhai', 'modijiits', 'bcoz', 'abrogated', 'ram', 'mandir', 'done', 'triple', 'talaq', 'done', 'hinduism', 'stronger', 'mat', 'bhulo', 'gujarat', 'know', 'mota', 'bhai']",please guys trust mota bhai modijiits bcoz abrogated ram mandir done triple talaq done hinduism stronger mat bhulo gujarat know mota bhai
60, Please Guys Trust Mota bhai and ModijiIts just bcoz of them  is abrogated and Ram Mandir is done and Triple Talaq done And Hinduism is more stronger now mat bhulo I am from Gujarat I know what is He and Mota bhai,1295046107702018048,2020-08-16 17:13:47,Twitter for Android,6,0,0.5,0.5,Positive, Please Guys Trust Mota bhai and ModijiIts just bcoz of them  is abrogated and Ram Mandir is done and Triple Talaq done And Hinduism is more stronger now mat bhulo I am from Gujarat I know what is He and Mota bhai,"['', 'please', 'guys', 'trust', 'mota', 'bhai', 'and', 'modijiits', 'just', 'bcoz', 'of', 'them', 'is', 'abrogated', 'and', 'ram', 'mandir', 'is', 'done', 'and', 'triple', 'talaq', 'done', 'and', 'hinduism', 'is', 'more', 'stronger', 'now', 'mat', 'bhulo', 'i', 'am', 'from', 'gujarat', 'i', 'know', 'what', 'is', 'he', 'and', 'mota', 'bhai']","['', 'please', 'guys', 'trust', 'mota', 'bhai', 'modijiits', 'bcoz', 'abrogated', 'ram', 'mandir', 'done', 'triple', 'talaq', 'done', 'hinduism', 'stronger', 'mat', 'bhulo', 'gujarat', 'know', 'mota', 'bhai']",please guys trust mota bhai modijiits bcoz abrogated ram mandir done triple talaq done hinduism stronger mat bhulo gujarat know mota bhai
61,"Good in part delirious otherwise Biggest problem he doesnt actually mean what he says And whats hyphenated secularism
The Ram Mandir movement did not even exist till  RSS invented it to counter Mandal politics which spelt doom for Hindutva
coszwsBVYoQ",1295045429134913536,2020-08-16 17:11:05,Twitter for Android,0,0,0.64375,0.19374999999999998,Positive,"Good in part delirious otherwise Biggest problem he doesnt actually mean what he says And whats hyphenated secularism
The Ram Mandir movement did not even exist till  RSS invented it to counter Mandal politics which spelt doom for Hindutva
coszwsBVYoQ","['good', 'in', 'part', 'delirious', 'otherwise', 'biggest', 'problem', 'he', 'doesnt', 'actually', 'mean', 'what', 'he', 'says', 'and', 'whats', 'hyphenated', 'secularism', 'the', 'ram', 'mandir', 'movement', 'did', 'not', 'even', 'exist', 'till', 'rss', 'invented', 'it', 'to', 'counter', 'mandal', 'politics', 'which', 'spelt', 'doom', 'for', 'hindutva', 'coszwsbvyoq']","['good', 'part', 'delirious', 'otherwise', 'biggest', 'problem', 'doesnt', 'actually', 'mean', 'says', 'whats', 'hyphenated', 'secularism', 'ram', 'mandir', 'movement', 'even', 'exist', 'till', 'rss', 'invented', 'counter', 'mandal', 'politics', 'spelt', 'doom', 'hindutva', 'coszwsbvyoq']",good part delirious otherwise biggest problem doesnt actually mean says whats hyphenated secularism ram mandir movement even exist till rss invented counter mandal politics spelt doom hindutva coszwsbvyoq
62, Islamic jihaad prep against india  especially ram mandir hurts the khan gang,1295044814262607872,2020-08-16 17:08:39,Twitter for Android,0,0,1.0,0.0,Neutral, Islamic jihaad prep against india  especially ram mandir hurts the khan gang,"['', 'islamic', 'jihaad', 'prep', 'against', 'india', 'especially', 'ram', 'mandir', 'hurts', 'the', 'khan', 'gang']","['', 'islamic', 'jihaad', 'prep', 'india', 'especially', 'ram', 'mandir', 'hurts', 'khan', 'gang']",islamic jihaad prep india especially ram mandir hurts khan gang
